descricao_transacao,valor_transacao,categoria
Pagamento de fatura - QuintoAndar - Aluguel (via cartão),434.56,Moradia
Pagamento de fatura - Hotmart - Curso Online (unidade centro),742.07,Educação
Pagamento de conta - Comgás (compra do mês),1160.91,Moradia
Transação - BTG Pactual - Aporte (unidade centro),4256.02,Investimentos
Despesa - IPVA (compra do mês),945.59,Impostos
Pagamento de salário - Novembro,2928.86,Receitas
PIX - recebimento,2591.44,Receitas
Salário mensal - Eletricista,3116.51,Receitas
Pagamento de fatura - Kabum,1071.93,Compras
Pagamento de fatura - Borracharia Central (unidade centro),326.56,Transporte
Débito automático - Bio Ritmo,207.08,Saúde
Consumo em Papelaria Central (compra do mês),1025.49,Educação
Compra em Clínica Odontológica Sorriso (compra à vista),1599.37,Saúde
Compra em Decolar.com (parcelado em 10x),1208.02,Lazer
Débito - Centauro,187.63,Compras
Consumo em CVC Viagens (parcelado em 10x),638.5,Lazer
Débito - Sympla - Evento (uso pessoal),885.09,Lazer
Compra em Padaria e Confeitaria Doce Vida (unidade centro),362.9,Alimentação
Pagamento - Cinemark (parcelado em 3x),1332.11,Lazer
Depósito de salário,3164.79,Receitas
Pagamento de conta - Renner (unidade centro),1019.75,Compras
Pagamento de décimo terceiro salário,3595.2,Receitas
Compra em Consultório Dentário Dr. Souza (uso pessoal),102.72,Saúde
Restituição - Receita Federal,3123.85,Receitas
Compra em Taxa de Condomínio (loja shopping),4183.91,Moradia
Pagamento - Ingresso.com - Show (unidade centro),311.11,Lazer
Consumo em Casas Bahia,1076.13,Compras
Pagamento de fatura - Bilhete Único,372.92,Transporte
13º salário - primeira parcela,5564.55,Receitas
Renovação de assinatura - Claro (renovação do plano),135.68,Serviços
Pagamento de fatura - Taxa Municipal (unidade próxima),2604.57,Impostos
Pagamento - Amazon (parcelado em 6x),2063.65,Compras
Despesa - Restaurante Prato Feito (via cartão),783.22,Alimentação
Pagamento - UCI Cinemas (unidade próxima),1213.25,Lazer
Compra em Dia Supermercados (compra do mês),518.78,Alimentação
Assinatura mensal - Netflix (fatura do mês),54.28,Lazer
Recebimento de aluguel de imóvel,3255.38,Receitas
Despesa - VLT,459.5,Transporte
Compra online - Riachuelo (unidade próxima),856.33,Compras
PLR - Participação nos Lucros,3629.46,Receitas
Pagamento de conta - Pão de Açúcar (pedido via app),828.88,Alimentação
Pagamento de conta - Posto BR Mania (compra à vista),225.95,Transporte
Consumo em Despachante Rápido (via cartão),921.33,Outros
Pagamento de décimo terceiro salário,7790.72,Receitas
Transação - Centauro (loja shopping),1305.73,Compras
Pagamento de fatura - IPTU (unidade próxima),1237.82,Impostos
Assinatura mensal - Bradesco Saúde (plano mensal),241.47,Saúde
Consumo em Oi Fibra (loja shopping),5469.89,Moradia
Pagamento de fatura - Hospital Santa Casa (pedido via app),435.39,Saúde
Transação - Udemy (parcelado em 3x),2197.29,Educação
Transação - Correios (via cartão),188.0,Serviços
Mensalidade - Netflix (cobrança automática),47.29,Lazer
Débito - Starbucks (uso pessoal),63.93,Alimentação
Assinatura mensal - Google One (fatura do mês),391.71,Serviços
Depósito de salário,5484.73,Receitas
Transação - Correios (via cartão),265.0,Serviços
Serviço prestado - Leroy Merlin (via cartão),3499.64,Moradia
Pagamento de conta - Riachuelo (uso pessoal),76.04,Compras
Pagamento de salário - Dezembro,5445.87,Receitas
Depósito de salário,5558.4,Receitas
Pagamento de fatura - Light (compra à vista),337.91,Moradia
Cobrança recorrente - Universidade UNIP,241.45,Educação
Despesa - Latam Viagens (unidade próxima),1167.14,Lazer
Pagamento de fatura - Telhanorte (loja shopping),2454.97,Moradia
Compra online - Uber (unidade centro),25.01,Transporte
Transação - Fast Shop (via cartão),1573.67,Compras
Consumo em Renner (unidade próxima),1695.62,Compras
Despesa - Hospital Santa Casa (pedido via app),1673.79,Saúde
Pagamento - Imposto de Renda - DARF (uso pessoal),3501.53,Impostos
Compra em Uber Eats (unidade centro),802.8,Alimentação
Pagamento - Atacadão,219.54,Alimentação
Pagamento de salário - Abril,5432.98,Receitas
Pagamento de fatura - Restaurante Cantina Italiana (unidade centro),849.19,Alimentação
Débito - Presente Aniversário,328.39,Outros
Transação - C&A (uso pessoal),1454.08,Compras
Compra em Condomínio Edifício Bela Vista (unidade centro),2420.4,Moradia
Débito - Coffee Lab (unidade centro),457.64,Alimentação
Débito automático - HBO Max (fatura do mês),32.39,Lazer
Despesa - UCI Cinemas (unidade próxima),269.44,Lazer
Pagamento de décimo terceiro salário,2838.0,Receitas
Depósito de salário,5782.89,Receitas
Recebimento de aluguel de imóvel,1508.98,Receitas
Despesa - Latam Viagens (uso pessoal),1146.54,Lazer
Pagamento de conta - Açougue Central (compra do mês),636.82,Alimentação
Pagamento - Hospital Santa Casa (compra à vista),1217.69,Saúde
Transação - Fundo Imobiliário - Aporte (unidade centro),4054.12,Investimentos
Compra online - Mercadinho Bom Preço (via cartão),764.23,Alimentação
Dividendos - Ações B3,1214.79,Receitas
13º salário - segunda parcela,12316.18,Receitas
Consumo em Tesouro Direto - Aplicação,3467.37,Investimentos
Compra online - Cafeteria do Bairro (pedido via app),162.99,Alimentação
Mensalidade - Faculdade Anhanguera (cobrança automática),2551.1,Educação
Bônus anual da empresa,5163.07,Receitas
Pagamento de fatura - Açougue Central (loja shopping),389.81,Alimentação
Pagamento de fatura - Rico Investimentos - Aporte (compra à vista),4114.14,Investimentos
Transação - Fundo Imobiliário - Aporte (unidade centro),4354.15,Investimentos
Salário mensal - Autônomo,6166.53,Receitas
Pagamento de fatura - Açougue Central (compra à vista),126.9,Alimentação
Consumo em Posto Ale (unidade centro),189.98,Transporte
Serviço prestado - NuInvest - Aporte (unidade centro),2601.43,Investimentos
Salário mensal - Autônomo,6779.09,Receitas
Pagamento de salário - Dezembro,6186.77,Receitas
Assinatura mensal - Smart Fit (via cartão cadastrado),177.48,Saúde
Assinatura mensal - Bradesco Seguros (cobrança automática),113.04,Serviços
Débito - Fast Shop (uso pessoal),1445.45,Compras
Compra online - Ingresso.com - Show (compra do mês),29.94,Lazer
Pagamento de salário - Janeiro,6383.63,Receitas
Compra em Hospital Santa Casa (pedido via app),546.63,Saúde
Débito - Light (via cartão),2335.36,Moradia
Débito automático - Porto Seguro (fatura do mês),69.64,Serviços
Compra em Hospital Santa Casa,1477.86,Saúde
Compra online - Ultragaz (compra do mês),4755.8,Moradia
Compra em Habib's (uso pessoal),599.38,Alimentação
Dividendos - Ações B3,2879.47,Receitas
Salário mensal - Autônomo,6549.6,Receitas
Débito automático - Bradesco Saúde,1797.11,Saúde
Pagamento de conta - Fast Shop (loja shopping),582.75,Compras
Pagamento por serviço prestado (freelance),1447.42,Receitas
Compra online - Casas Bahia (parcelado em 3x),700.93,Compras
Pagamento de fatura - Petrobras (via cartão),375.49,Transporte
Pagamento de fatura - iFood (pedido via app),592.36,Alimentação
Consumo em Padaria Estrela (via cartão),718.16,Alimentação
Débito - Aluguel Residencial (unidade centro),5848.34,Moradia
Bonificação por desempenho,6393.52,Receitas
Compra em Restaurante Sabor Caseiro (unidade centro),508.1,Alimentação
Compra em Ultragaz (pedido via app),3239.78,Moradia
Débito - Boteco da Esquina (unidade próxima),537.43,Lazer
Compra online - Shopee (compra do mês),904.86,Compras
Compra online - Clínica Odontológica Sorriso (uso pessoal),240.07,Saúde
Consumo em Condomínio Edifício Bela Vista (pedido via app),5398.84,Moradia
Despesa - Presente Aniversário (unidade centro),54.89,Outros
Despesa - Cafeteria do Bairro (loja shopping),158.35,Alimentação
Pagamento - McDonald's (loja shopping),525.43,Alimentação
Pagamento - NuInvest - Aporte (pedido via app),3537.87,Investimentos
Mensalidade - Amazon Prime Video (fatura do mês),17.61,Lazer
Cobrança recorrente - Universidade UNIP (renovação do plano),2343.64,Educação
Transação - Atacadão (loja shopping),70.44,Alimentação
Serviço prestado - Starbucks (via cartão),228.31,Alimentação
Pagamento de conta - Taxa Municipal (compra à vista),1931.28,Impostos
Pagamento de salário - Setembro,7349.4,Receitas
Pagamento de conta - Bar do Zé (uso pessoal),1351.16,Lazer
Transação - Auto Center Roda Viva (unidade próxima),488.63,Transporte
Depósito de salário,7504.75,Receitas
Débito automático - Vivo (via cartão cadastrado),53.54,Serviços
Depósito de salário,7139.06,Receitas
Bônus anual da empresa,3714.82,Receitas
Pagamento por serviço prestado (freelance),7430.5,Receitas
Débito - Zona Azul,416.6,Transporte
Compra online - Fast Shop,811.54,Compras
13º salário - primeira parcela,3026.59,Receitas
Pagamento de salário - Janeiro,7583.07,Receitas
Serviço prestado - Pub Cervejaria Artesanal (compra do mês),379.69,Lazer
Compra em VLT (compra à vista),361.89,Transporte
Compra em Clínica Médica Bem Estar,172.22,Saúde
Serviço prestado - VLT (loja shopping),237.88,Transporte
Compra em Cobasi (via cartão),186.85,Pets
Compra online - Riachuelo (unidade centro),1805.19,Compras
Débito - Despachante Rápido,75.42,Outros
Serviço prestado - Ônibus Urbano (via cartão),399.46,Transporte
Compra online - Coffee Lab (compra do mês),324.67,Alimentação
Mensalidade - Vivo (renovação do plano),147.12,Serviços
Pagamento de conta - InDriver (uso pessoal),41.31,Transporte
Venda online - Marketplace,3157.64,Receitas
Transação - Restaurante Sabor Caseiro,388.97,Alimentação
Consumo em Decolar.com (uso pessoal),95.33,Lazer
Pagamento de fatura - Clínica Veterinária Vida Animal (uso pessoal),453.68,Pets
Transação - Restaurante Prato Feito (compra à vista),492.77,Alimentação
Pagamento - Restaurante Self-Service (loja shopping),321.79,Alimentação
Consumo em Americanas (unidade centro),588.03,Compras
Pagamento de salário - Setembro,6830.69,Receitas
Recebimento por venda,524.75,Receitas
Assinatura mensal - Bradesco Seguros (fatura do mês),83.95,Serviços
Transação - Comgás (unidade centro),1703.8,Moradia
Compra em Rappi (compra à vista),858.89,Alimentação
Despesa - Ingresso.com - Show (loja shopping),185.75,Lazer
Transação - Hospital Santa Casa,1185.09,Saúde
Consumo em 99 (uso pessoal),27.82,Transporte
Débito - Habib's (compra à vista),157.94,Alimentação
Despesa - Estapar Estacionamento (unidade próxima),388.48,Transporte
Mensalidade - Vivo (fatura do mês),89.22,Serviços
Cobrança recorrente - Bluefit (renovação do plano),108.64,Saúde
Compra online - Casas Bahia (uso pessoal),86.57,Compras
Mensalidade - iCloud Armazenamento (renovação do plano),388.92,Serviços
Débito - Correios (unidade próxima),261.1,Serviços
Compra online - Vivo Fibra (compra à vista),250.62,Moradia
Venda de produto usado,2444.53,Receitas
Consumo em Padaria Estrela (unidade próxima),288.11,Alimentação
Pagamento de salário - Abril,6800.66,Receitas
Serviço prestado - Sabesp (uso pessoal),1138.56,Moradia
Compra online - Mercado Livre (loja shopping),775.69,Compras
Transação - Borracharia Central (unidade centro),49.17,Transporte
Despesa - Imobiliária Lopes - Aluguel (pedido via app),2882.49,Moradia
Débito - IPVA (compra do mês),4687.98,Impostos
Assinatura mensal - Universidade UNIP,547.76,Educação
Pagamento de conta - Assaí (unidade próxima),137.86,Alimentação
Pagamento de fatura - Imobiliária Lopes - Aluguel (uso pessoal),5239.26,Moradia
Compra online - Auto Center Roda Viva (compra do mês),332.34,Transporte
Freelance - projeto 10,6249.61,Receitas
Despesa - Clínica Médica Bem Estar,928.14,Saúde
Salário mensal - Contador,8618.57,Receitas
Pagamento de fatura - Amazon (via cartão),452.18,Compras
Pagamento de fatura - iFood (pedido via app),136.0,Alimentação
Transação - Rico Investimentos - Aporte (unidade próxima),2388.74,Investimentos
Transação - Americanas (parcelado em 4x),615.94,Compras
Pagamento - Aluguel Residencial (compra à vista),880.92,Moradia
Salário mensal - Contador,8080.46,Receitas
Rendimento de investimento - Tesouro Direto,2775.0,Receitas
Renovação de assinatura - Universidade Estácio (plano mensal),50.58,Educação
Débito automático - Faculdade Anhanguera (fatura do mês),485.87,Educação
Recebimento de dividendos,1592.36,Receitas
Restituição - Receita Federal,3826.52,Receitas
Compra online - Imposto de Renda - DARF (unidade próxima),1398.64,Impostos
Compra online - Presente Aniversário,878.83,Outros
Compra online - Uber (pedido via app),52.49,Transporte
Depósito de salário,8425.65,Receitas
Restituição - Receita Federal,1913.05,Receitas
Pagamento de salário - Janeiro,8208.26,Receitas
Pagamento de salário - Janeiro,8116.18,Receitas
Compra online - Padaria Pão Quente (pedido via app),178.75,Alimentação
Consumo em Barbearia Vintage (unidade próxima),265.26,Serviços
Compra online - 99 (via cartão),62.02,Transporte
Despesa - Starbucks (compra do mês),513.43,Alimentação
Despesa - iFood (via cartão),15.25,Alimentação
Débito - Latam Viagens (compra à vista),939.31,Lazer
Compra em Aluguel Residencial (unidade centro),706.42,Moradia
Débito - AliExpress (compra à vista),1875.47,Compras
Consumo em Taxa de Condomínio (compra à vista),4045.41,Moradia
Transação - Supermercado São Vicente (pedido via app),209.8,Alimentação
Compra em Comgás (via cartão),3835.78,Moradia
Débito - Americanas (unidade centro),333.12,Compras
Compra em Petrobras (compra do mês),313.32,Transporte
Pagamento de fatura - Uber Eats (unidade próxima),757.47,Alimentação
Consumo em Kinoplex (unidade centro),886.03,Lazer
Pagamento de fatura - Hospital Santa Casa (compra à vista),1639.43,Saúde
Débito - Amazon (pedido via app),1002.82,Compras
Compra em Aluguel Residencial (pedido via app),2308.08,Moradia
Transação - Oi Fibra (compra à vista),3659.58,Moradia
Depósito de salário,7997.66,Receitas
Compra em Doação ONG (via cartão),967.01,Outros
Consumo em Drogasil (pedido via app),65.08,Saúde
Compra em IPVA (compra do mês),3161.74,Impostos
Venda online - Marketplace,1232.94,Receitas
Transação - Ultragaz (compra do mês),2658.11,Moradia
Despesa - Uber Eats (compra do mês),52.87,Alimentação
Salário mensal - Cozinheiro,2810.07,Receitas
Consumo em Oi Fibra (compra do mês),159.07,Moradia
Consumo em Clínica Vida Saudável (unidade próxima),372.73,Saúde
Mensalidade - Bio Ritmo (renovação do plano),241.8,Saúde
Serviço prestado - Taxa Municipal (unidade centro),2472.22,Impostos
Salário mensal - Cozinheiro,2581.69,Receitas
Débito - InDriver (unidade centro),50.49,Transporte
Pagamento de fatura - Supermercado São Vicente (compra do mês),247.22,Alimentação
Recebimento por venda,1596.82,Receitas
Dividendos - Ações B3,164.97,Receitas
Serviço prestado - Starbucks,417.68,Alimentação
Pagamento de fatura - Correios (via cartão),322.31,Serviços
Pagamento de salário - Dezembro,2718.47,Receitas
Débito automático - HBO Max (via cartão cadastrado),32.81,Lazer
Compra em Metrô (unidade próxima),318.4,Transporte
Pagamento de fatura - Renner (loja shopping),1372.82,Compras
Consumo em Metrô (compra à vista),185.5,Transporte
13º salário - primeira parcela,10267.03,Receitas
Compra em Açougue Central (compra à vista),20.44,Alimentação
Depósito de salário,2668.54,Receitas
Serviço prestado - Embasa (via cartão),4074.46,Moradia
Pagamento de fatura - Pizzaria Forno a Lenha (pedido via app),57.26,Alimentação
Cobrança recorrente - Smart Fit (fatura do mês),189.28,Saúde
Compra online - Açougue Central (unidade centro),311.17,Alimentação
Transação - Estapar Estacionamento (via cartão),382.12,Transporte
Consumo em Casas Bahia (unidade centro),404.63,Compras
Compra em Claro Residencial (compra à vista),1931.23,Moradia
